action_pack_gate_reason,city,commercial_strength,confidence,decision,delivery_status,domain,index,next_product,order_intent_id,priority,product_code,province,quality_review_status,score,score_request_id,source_deep_order_intent_id,source_url,spend_policy,stage,status,target_name
,Milano,medium,0.87,nurture,,studiodottorpini.it,4,nurture_signal,,medium,,MI,not_applicable,74,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-004,,https://studiodottorpini.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Pini
,Milano,medium,0.87,nurture,nurture_signal_ready,studiodottorpini.it,4,nurture_signal,ord_27b8bac7,medium,nurture_signal,MI,not_applicable,74,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-004,,https://studiodottorpini.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Pini
,Milano,weak,0.58,watchlist,,studiodentisticozambianchi.it,5,,,medium,,MI,not_applicable,64,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-005,,https://studiodentisticozambianchi.it/,watchlist_only,score,,Studio Dentistico Zambianchi
,Milano,medium,0.88,nurture,,studiobelloni.com,6,nurture_signal,,medium,,MI,not_applicable,69,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-006,,https://studiobelloni.com/,buy_low_or_mid_cost_next_step_only,score,,Studio Belloni
,Milano,medium,0.88,nurture,nurture_signal_ready,studiobelloni.com,6,nurture_signal,ord_2cb38704,medium,nurture_signal,MI,not_applicable,69,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-006,,https://studiobelloni.com/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Belloni
,Milano,medium,0.52,nurture,,studiolombardo.srl,7,nurture_signal,,high,,MI,not_applicable,76,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-007,,https://studiolombardo.srl/,buy_low_or_mid_cost_next_step_only,score,,Studio Lombardo
,Milano,medium,0.52,nurture,nurture_signal_ready,studiolombardo.srl,7,nurture_signal,ord_dba7f4d8,high,nurture_signal,MI,not_applicable,76,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-007,,https://studiolombardo.srl/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Lombardo
,Milano,weak,0.52,watchlist,,studiodentisticosalvetti.it,8,,,medium,,MI,not_applicable,56,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-008,,https://studiodentisticosalvetti.it/,watchlist_only,score,,Studio Dentistico Salvetti
,Milano,medium,0.54,nurture,,studiodentisticodonati.eu,9,nurture_signal,,medium,,MI,not_applicable,70,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-009,,https://studiodentisticodonati.eu/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Donati
,Milano,medium,0.54,nurture,nurture_signal_ready,studiodentisticodonati.eu,9,nurture_signal,ord_8d735eb0,medium,nurture_signal,MI,not_applicable,70,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-009,,https://studiodentisticodonati.eu/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Donati
,Milano,weak,0.56,watchlist,,studiodentisticoaiello.it,10,,,medium,,MI,not_applicable,50,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-010,,https://studiodentisticoaiello.it/,watchlist_only,score,,Studio Dentistico Aiello
,Milano,medium,0.62,nurture,,claradent.it,11,nurture_signal,,medium,,MI,not_applicable,74,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-011,,https://claradent.it/,buy_low_or_mid_cost_next_step_only,score,,Claradent
,Milano,medium,0.62,nurture,nurture_signal_ready,claradent.it,11,nurture_signal,ord_940a087b,medium,nurture_signal,MI,not_applicable,74,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-011,,https://claradent.it/,buy_low_or_mid_cost_next_step_only,purchase,,Claradent
,Brescia,weak,0.63,watchlist,,studiodentisticogazzoli.it,12,,,medium,,BS,not_applicable,56,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-012,,https://studiodentisticogazzoli.it/,watchlist_only,score,,Studio Dentistico Gazzoli
,Brescia,medium,0.52,nurture,,dentalp.it,13,nurture_signal,,high,,BS,not_applicable,76,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-013,,https://dentalp.it/,buy_low_or_mid_cost_next_step_only,score,,Dental P
,Brescia,medium,0.52,nurture,nurture_signal_ready,dentalp.it,13,nurture_signal,ord_eafcf45f,high,nurture_signal,BS,not_applicable,76,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-013,,https://dentalp.it/,buy_low_or_mid_cost_next_step_only,purchase,,Dental P
,Brescia,weak,0.62,watchlist,,ferlinghettiandrea.it,14,,,medium,,BS,not_applicable,64,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-014,,https://ferlinghettiandrea.it/,watchlist_only,score,,Studio Ferlinghetti Andrea
,Brescia,weak,0.77,watchlist,,studioodontoiatricofranchini.it,15,,,medium,,BS,not_applicable,54,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-015,,https://studioodontoiatricofranchini.it/,watchlist_only,score,,Studio Odontoiatrico Franchini
,Brescia,weak,0.88,watchlist,,studioodontoiatricomarini.it,16,,,medium,,BS,not_applicable,52,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-016,,https://studioodontoiatricomarini.it/,watchlist_only,score,,Studio Odontoiatrico Marini
,Brescia,medium,0.62,nurture,,studiodentisticobrescia.it,17,nurture_signal,,medium,,BS,not_applicable,65,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-017,,https://studiodentisticobrescia.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Brescia
,Brescia,medium,0.62,nurture,nurture_signal_ready,studiodentisticobrescia.it,17,nurture_signal,ord_d43096f0,medium,nurture_signal,BS,not_applicable,65,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-017,,https://studiodentisticobrescia.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Brescia
,Brescia,medium,0.68,buy_deep_analysis,,studiodentisticosandrozamboni.it,18,deep_analysis,,high,,BS,not_applicable,79,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-018,,https://studiodentisticosandrozamboni.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Sandro Zamboni
,Brescia,medium,0.68,buy_deep_analysis,deep_analysis_ready,studiodentisticosandrozamboni.it,18,deep_analysis,ord_65b184f9,high,deep_analysis,BS,not_applicable,79,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-018,,https://studiodentisticosandrozamboni.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Sandro Zamboni
commercial strength is not strong enough for action pack,Brescia,medium,0.68,buy_deep_analysis,,studiodentisticosandrozamboni.it,18,deep_analysis,,high,action_pack,BS,not_applicable,79,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-018,ord_65b184f9,https://studiodentisticosandrozamboni.it/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Dentistico Sandro Zamboni
,Brescia,weak,0.88,watchlist,,benacuslab.com,19,,,medium,,BS,not_applicable,64,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-019,,https://benacuslab.com/,watchlist_only,score,,Benacus Lab
,Brescia,medium,0.67,buy_deep_analysis,,studiobeghetti.com,20,deep_analysis,,high,,BS,not_applicable,78,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-020,,https://studiobeghetti.com/,buy_low_or_mid_cost_next_step_only,score,,Studio Beghetti
,Brescia,medium,0.67,buy_deep_analysis,deep_analysis_ready,studiobeghetti.com,20,deep_analysis,ord_1dd246ab,high,deep_analysis,BS,not_applicable,78,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-020,,https://studiobeghetti.com/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Beghetti
commercial strength is not strong enough for action pack,Brescia,medium,0.67,buy_deep_analysis,,studiobeghetti.com,20,deep_analysis,,high,action_pack,BS,not_applicable,78,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-020,ord_1dd246ab,https://studiobeghetti.com/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Beghetti
,Brescia,weak,0.61,watchlist,,studiodentisticodebiasi.com,21,,,medium,,BS,not_applicable,63,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-021,,https://studiodentisticodebiasi.com/,watchlist_only,score,,Studio Dentistico De Biasi
,Bergamo,medium,0.52,nurture,,studiodentisticoredaelli.it,22,nurture_signal,,high,,BG,not_applicable,80,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-022,,https://studiodentisticoredaelli.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Redaelli
,Bergamo,medium,0.52,nurture,nurture_signal_ready,studiodentisticoredaelli.it,22,nurture_signal,ord_e7dbdf2d,high,nurture_signal,BG,not_applicable,80,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-022,,https://studiodentisticoredaelli.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Redaelli
,Bergamo,weak,0.76,watchlist,,studiodentisticorusso.eu,23,,,medium,,BG,not_applicable,63,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-023,,https://studiodentisticorusso.eu/,watchlist_only,score,,Studio Dentistico Russo
,Bergamo,medium,0.88,buy_deep_analysis,,studiomottarossi.it,24,deep_analysis,,high,,BG,not_applicable,77,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-024,,https://studiomottarossi.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Motta Rossi
,Bergamo,medium,0.88,buy_deep_analysis,deep_analysis_ready,studiomottarossi.it,24,deep_analysis,ord_f2ecb84c,high,deep_analysis,BG,not_applicable,77,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-024,,https://studiomottarossi.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Motta Rossi
commercial strength is not strong enough for action pack,Bergamo,medium,0.88,buy_deep_analysis,,studiomottarossi.it,24,deep_analysis,,high,action_pack,BG,not_applicable,77,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-024,ord_f2ecb84c,https://studiomottarossi.it/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Motta Rossi
,Bergamo,weak,0.72,watchlist,,studiodentisticotrebeschi.it,25,,,medium,,BG,not_applicable,59,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-025,,https://studiodentisticotrebeschi.it/,watchlist_only,score,,Studio Dentistico Trebeschi
,Bergamo,weak,0.52,watchlist,,studiodentisticomaragliano.it,26,,,medium,,BG,not_applicable,61,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-026,,https://studiodentisticomaragliano.it/,watchlist_only,score,,Studio Dentistico Maragliano
,Bergamo,weak,0.52,watchlist,,studiodentisticodentisalute.com,27,,,medium,,BG,not_applicable,60,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-027,,https://studiodentisticodentisalute.com/,watchlist_only,score,,Studio Dentistico Denti Salute
,Bergamo,weak,0.52,watchlist,,studiodentisticoperico.it,28,,,medium,,BG,not_applicable,52,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-028,,https://studiodentisticoperico.it/,watchlist_only,score,,Studio Dentistico Perico
,Bergamo,weak,0.52,watchlist,,studioodontoiatricobergamo.it,29,,,medium,,BG,not_applicable,61,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-029,,https://studioodontoiatricobergamo.it/,watchlist_only,score,,Studio Odontoiatrico Bergamo
,Bergamo,weak,0.67,watchlist,,sdbergamo.it,30,,,medium,,BG,not_applicable,52,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-030,,https://sdbergamo.it/,watchlist_only,score,,SD Bergamo
,Bergamo,strong,0.86,buy_deep_analysis,,studiodentisticoferroni.it,31,deep_analysis,,high,,BG,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-031,,https://studiodentisticoferroni.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,score,,Studio Dentistico Ferroni
,Bergamo,strong,0.86,buy_deep_analysis,deep_analysis_ready,studiodentisticoferroni.it,31,deep_analysis,ord_64695b94,high,deep_analysis,BG,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-031,,https://studiodentisticoferroni.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,purchase,,Studio Dentistico Ferroni
"score, confidence, quality and deep analysis gates passed",Bergamo,strong,0.86,buy_deep_analysis,action_pack_ready,studiodentisticoferroni.it,31,deep_analysis,ord_22cb6832,high,action_pack,BG,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-031,ord_64695b94,https://studiodentisticoferroni.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,purchase,,Studio Dentistico Ferroni
,Monza,medium,0.87,buy_deep_analysis,,studiodentisticoabaco.it,32,deep_analysis,,high,,MB,not_applicable,78,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-032,,https://studiodentisticoabaco.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Abaco
,Monza,medium,0.87,buy_deep_analysis,deep_analysis_ready,studiodentisticoabaco.it,32,deep_analysis,ord_4505c24a,high,deep_analysis,MB,not_applicable,78,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-032,,https://studiodentisticoabaco.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Abaco
commercial strength is not strong enough for action pack,Monza,medium,0.87,buy_deep_analysis,,studiodentisticoabaco.it,32,deep_analysis,,high,action_pack,MB,not_applicable,78,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-032,ord_4505c24a,https://studiodentisticoabaco.it/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Dentistico Abaco
,Monza,medium,0.67,nurture,,centrodentisticomonza.com,33,nurture_signal,,medium,,MB,not_applicable,66,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-033,,https://centrodentisticomonza.com/,buy_low_or_mid_cost_next_step_only,score,,Centro Dentistico Monza
,Monza,medium,0.67,nurture,nurture_signal_ready,centrodentisticomonza.com,33,nurture_signal,ord_2440942d,medium,nurture_signal,MB,not_applicable,66,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-033,,https://centrodentisticomonza.com/,buy_low_or_mid_cost_next_step_only,purchase,,Centro Dentistico Monza
,Monza,strong,0.88,buy_deep_analysis,,studiodentistico-russo.it,34,deep_analysis,,high,,MB,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-034,,https://studiodentistico-russo.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,score,,Studio Dentistico Russo
,Monza,strong,0.88,buy_deep_analysis,deep_analysis_ready,studiodentistico-russo.it,34,deep_analysis,ord_8d0c872d,high,deep_analysis,MB,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-034,,https://studiodentistico-russo.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,purchase,,Studio Dentistico Russo
"score, confidence, quality and deep analysis gates passed",Monza,strong,0.88,buy_deep_analysis,action_pack_ready,studiodentistico-russo.it,34,deep_analysis,ord_193e838f,high,action_pack,MB,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-034,ord_8d0c872d,https://studiodentistico-russo.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,purchase,,Studio Dentistico Russo
,Monza,weak,0.87,watchlist,,studiodentisticocalvi.it,35,,,medium,,MB,not_applicable,63,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-035,,https://studiodentisticocalvi.it/,watchlist_only,score,,Studio Dentistico Calvi
,Monza,medium,0.52,nurture,,studiodentisticospreafico.it,36,nurture_signal,,high,,MB,not_applicable,76,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-036,,https://studiodentisticospreafico.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Spreafico
,Monza,medium,0.52,nurture,nurture_signal_ready,studiodentisticospreafico.it,36,nurture_signal,ord_4a5ca49c,high,nurture_signal,MB,not_applicable,76,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-036,,https://studiodentisticospreafico.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Spreafico
,Monza,medium,0.52,nurture,,dentalmonza.it,37,nurture_signal,,medium,,MB,not_applicable,67,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-037,,https://dentalmonza.it/,buy_low_or_mid_cost_next_step_only,score,,Dental Monza
,Monza,medium,0.52,nurture,nurture_signal_ready,dentalmonza.it,37,nurture_signal,ord_5ff7aebc,medium,nurture_signal,MB,not_applicable,67,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-037,,https://dentalmonza.it/,buy_low_or_mid_cost_next_step_only,purchase,,Dental Monza
,Lissone,medium,0.88,buy_deep_analysis,,studiodentisticolissone.com,38,deep_analysis,,high,,MB,not_applicable,77,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-038,,https://studiodentisticolissone.com/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Lissone
,Lissone,medium,0.88,buy_deep_analysis,deep_analysis_ready,studiodentisticolissone.com,38,deep_analysis,ord_24d6ade5,high,deep_analysis,MB,not_applicable,77,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-038,,https://studiodentisticolissone.com/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Lissone
commercial strength is not strong enough for action pack,Lissone,medium,0.88,buy_deep_analysis,,studiodentisticolissone.com,38,deep_analysis,,high,action_pack,MB,not_applicable,77,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-038,ord_24d6ade5,https://studiodentisticolissone.com/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Dentistico Lissone
,Como,weak,0.69,watchlist,,studiodentisticocomo.it,39,,,medium,,CO,not_applicable,58,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-039,,https://studiodentisticocomo.it/,watchlist_only,score,,Studio Dentistico Como
,Como,medium,0.52,nurture,,studiobrunodonzelli.it,40,nurture_signal,,high,,CO,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-040,,https://studiobrunodonzelli.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Bruno Donzelli
,Como,medium,0.52,nurture,nurture_signal_ready,studiobrunodonzelli.it,40,nurture_signal,ord_6696bd08,high,nurture_signal,CO,not_applicable,81,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-040,,https://studiobrunodonzelli.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Bruno Donzelli
,Como,weak,0.72,watchlist,,studiofoggiato.it,41,,,medium,,CO,not_applicable,62,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-041,,https://studiofoggiato.it/,watchlist_only,score,,Studio Foggiato
,Varese,weak,0.77,watchlist,,studiodentisticomontagna.it,42,,,medium,,VA,not_applicable,51,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-042,,https://studiodentisticomontagna.it/,watchlist_only,score,,Studio Dentistico Montagna
,Varese,medium,0.52,nurture,,studiodentisticodallatorre.it,43,nurture_signal,,medium,,VA,not_applicable,70,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-043,,https://studiodentisticodallatorre.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Dalla Torre
,Varese,medium,0.52,nurture,nurture_signal_ready,studiodentisticodallatorre.it,43,nurture_signal,ord_c445d83a,medium,nurture_signal,VA,not_applicable,70,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-043,,https://studiodentisticodallatorre.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Dalla Torre
,Varese,medium,0.66,nurture,,studiodentisticocairoli.it,44,nurture_signal,,medium,,VA,not_applicable,69,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-044,,https://studiodentisticocairoli.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Cairoli
,Varese,medium,0.66,nurture,nurture_signal_ready,studiodentisticocairoli.it,44,nurture_signal,ord_efbd1af8,medium,nurture_signal,VA,not_applicable,69,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-044,,https://studiodentisticocairoli.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Cairoli
,Varese,medium,0.85,nurture,,studiodentisticomasullo.it,45,nurture_signal,,medium,,VA,not_applicable,69,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-045,,https://studiodentisticomasullo.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Masullo
,Varese,medium,0.85,nurture,nurture_signal_ready,studiodentisticomasullo.it,45,nurture_signal,ord_1a307ff5,medium,nurture_signal,VA,not_applicable,69,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-045,,https://studiodentisticomasullo.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Masullo
,Varese,medium,0.52,nurture,,studiopozziodontoiatria.it,46,nurture_signal,,high,,VA,not_applicable,75,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-046,,https://studiopozziodontoiatria.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Pozzi Odontoiatria
,Varese,medium,0.52,nurture,nurture_signal_ready,studiopozziodontoiatria.it,46,nurture_signal,ord_7d0f0e98,high,nurture_signal,VA,not_applicable,75,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-046,,https://studiopozziodontoiatria.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Pozzi Odontoiatria
,Pavia,weak,0.52,watchlist,,studiodentisticopavia.it,47,,,medium,,PV,not_applicable,55,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-047,,https://studiodentisticopavia.it/,watchlist_only,score,,Studio Dentistico Pavia
,Pavia,weak,0.52,watchlist,,dentistapavia.it,48,,,medium,,PV,not_applicable,63,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-048,,https://dentistapavia.it/,watchlist_only,score,,Dentista Pavia
,Pavia,weak,0.86,watchlist,,studiodentisticosanmarco.com,49,,,medium,,PV,not_applicable,54,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-049,,https://studiodentisticosanmarco.com/,watchlist_only,score,,Studio Dentistico San Marco
,Pavia,medium,0.52,nurture,,studiomascetti.it,50,nurture_signal,,medium,,PV,not_applicable,70,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-050,,https://studiomascetti.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Mascetti
,Pavia,medium,0.52,nurture,nurture_signal_ready,studiomascetti.it,50,nurture_signal,ord_673fa826,medium,nurture_signal,PV,not_applicable,70,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-050,,https://studiomascetti.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Mascetti
,Lecco,medium,0.52,nurture,,studiodentisticolecco.it,51,nurture_signal,,medium,,LC,not_applicable,68,target-discovery-100-dentists-lombardy-strength-gate-20260602-123027-1780396227-score-051,,https://studiodentisticolecco.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Lecco
